Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.01    0.07  458333/499999      void std::allocator_traits<std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::construct<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [12]
                0.00    0.01   41666/41666       void std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_push_back_aux<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [52]
                0.00    0.00  499999/1541663     std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&& std::forward<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::remove_reference<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::type&) [82]
-----------------------------------------------
                0.00    0.10  499999/499999      std::queue<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::push(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [10]
[9]      8.6    0.00    0.10  499999         std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::push_back(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [9]
                0.01    0.09  499999/499999      void std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::emplace_back<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [8]
                0.00    0.00  499999/999998      std::remove_reference<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&>::type&& std::move<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&>(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [84]
-----------------------------------------------
                0.00    0.10  499999/499999      main [1]
[10]     8.6    0.00    0.10  499999         std::queue<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::push(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [10]
                0.00    0.10  499999/499999      std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::push_back(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [9]
                0.00    0.00  499999/999998      std::remove_reference<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&>::type&& std::move<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&>(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [84]
-----------------------------------------------
                0.02    0.08 3499993/3499993     std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~_Tuple_impl() [5]
[11]     8.5    0.02    0.08 3499993         std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~_Tuple_impl() [11]
                0.03    0.05 3499993/3499993     std::_Tuple_impl<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~_Tuple_impl() [16]
-----------------------------------------------
                0.00    0.01   41666/499999      void std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_push_back_aux<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [52]
                0.01    0.07  458333/499999      void std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::emplace_back<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [8]
[12]     7.7    0.01    0.08  499999         void std::allocator_traits<std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::construct<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [12]
                0.00    0.08  499999/499999      void __gnu_cxx::new_allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::construct<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [14]
                0.00    0.00  499999/1541663     std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&& std::forward<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::remove_reference<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::type&) [82]
-----------------------------------------------
                0.07    0.02 4499983/4499983     main [1]
[13]     7.5    0.07    0.02 4499983         std::tuple_element<1ul, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::type& std::get<1ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [13]
                0.01    0.01 4499983/4499983     int& std::__get_helper<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [39]
-----------------------------------------------
                0.00    0.08  499999/499999      void std::allocator_traits<std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::construct<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [12]
[14]     6.9    0.00    0.08  499999         void __gnu_cxx::new_allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::construct<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [14]
                0.01    0.07  499999/499999      std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::tuple(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [15]
                0.00    0.00  499999/1541663     std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&& std::forward<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::remove_reference<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::type&) [82]
                0.00    0.00  499999/499999      operator new(unsigned long, void*) [95]
-----------------------------------------------
                0.01    0.07  499999/499999      void __gnu_cxx::new_allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::construct<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [14]
[15]     6.9    0.01    0.07  499999         std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::tuple(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [15]
                0.01    0.06  499999/499999      std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl(std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [20]
-----------------------------------------------
                0.03    0.05 3499993/3499993     std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~_Tuple_impl() [11]
[16]     6.8    0.03    0.05 3499993         std::_Tuple_impl<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~_Tuple_impl() [16]
                0.05    0.00 3499993/3499993     std::_Head_base<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false>::~_Head_base() [24]
-----------------------------------------------
                0.08    0.00  499998/499998      main [1]
[17]     6.8    0.08    0.00  499998         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [17]
-----------------------------------------------
                0.02    0.06  499999/499999      std::queue<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::pop() [7]
[18]     6.6    0.02    0.06  499999         std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::pop_front() [18]
                0.00    0.04  458333/499999      void std::allocator_traits<std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::destroy<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*) [26]
                0.01    0.01   41666/41666       std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_pop_front_aux() [40]
-----------------------------------------------
                0.01    0.07  499998/499998      main [1]
[19]     6.6    0.01    0.07  499998         std::tuple<std::__decay_and_strip<int&>::__type, std::__decay_and_strip<int&>::__type, std::__decay_and_strip<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::__type> std::make_tuple<int&, int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(int&, int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [19]
                0.01    0.05  499998/499998      std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::tuple<int&, int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true>(int&, int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [23]
                0.01    0.00  999996/4499991     int& std::forward<int&>(std::remove_reference<int&>::type&) [33]
                0.00    0.00  499998/3999986     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type&) [50]
-----------------------------------------------
                0.01    0.06  499999/499999      std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::tuple(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [15]
[20]     6.0    0.01    0.06  499999         std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl(std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [20]
                0.04    0.03  499999/499999      std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl(std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [22]
                0.00    0.00  499999/4999982     std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_M_head(std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [45]
                0.00    0.00  499999/499999      std::remove_reference<std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&>::type&& std::move<std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&>(std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [92]
                0.00    0.00  499999/499999      std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_M_tail(std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [90]
                0.00    0.00  499999/500008      std::_Head_base<0ul, int, false>::_Head_base<int>(int&&) [85]
                0.00    0.00  499999/2000052     int&& std::forward<int>(std::remove_reference<int>::type&) [81]
-----------------------------------------------
                0.03    0.04 2499991/2499991     std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl(std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [4]
[21]     5.9    0.03    0.04 2499991         std::_Tuple_impl<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl(std::_Tuple_impl<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [21]
                0.04    0.00 2499991/2499991     std::_Head_base<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false>::_Head_base(std::_Head_base<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false> const&) [28]
-----------------------------------------------
                0.04    0.03  499999/499999      std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl(std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [20]
[22]     5.1    0.04    0.03  499999         std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl(std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [22]
                0.00    0.01  499999/499999      std::_Tuple_impl<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl(std::_Tuple_impl<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [41]
                0.01    0.00  499999/500008      std::_Head_base<1ul, int, false>::_Head_base<int>(int&&) [46]
                0.00    0.00  499999/4999982     std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_M_head(std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [51]
                0.00    0.00  499999/499999      std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_M_tail(std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [91]
                0.00    0.00  499999/499999      std::remove_reference<std::_Tuple_impl<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&>::type&& std::move<std::_Tuple_impl<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&>(std::_Tuple_impl<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [93]
                0.00    0.00  499999/2000052     int&& std::forward<int>(std::remove_reference<int>::type&) [81]
-----------------------------------------------
                0.01    0.05  499998/499998      std::tuple<std::__decay_and_strip<int&>::__type, std::__decay_and_strip<int&>::__type, std::__decay_and_strip<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::__type> std::make_tuple<int&, int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(int&, int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [19]
[23]     5.0    0.01    0.05  499998         std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::tuple<int&, int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true>(int&, int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [23]
                0.00    0.04  499998/499998      std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl<int&, int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>(int&, int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [27]
                0.01    0.00  999996/4499991     int& std::forward<int&>(std::remove_reference<int&>::type&) [33]
                0.00    0.00  499998/3999986     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type&) [50]
-----------------------------------------------
                0.05    0.00 3499993/3499993     std::_Tuple_impl<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~_Tuple_impl() [16]
[24]     4.2    0.05    0.00 3499993         std::_Head_base<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false>::~_Head_base() [24]
-----------------------------------------------
                0.02    0.02  499999/499999      void std::allocator_traits<std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::destroy<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*) [26]
[25]     3.6    0.02    0.02  499999         void __gnu_cxx::new_allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::destroy<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*) [25]
                0.00    0.02  499999/3499993     std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~tuple() [6]
-----------------------------------------------
                0.00    0.00   41666/499999      std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_pop_front_aux() [40]
                0.00    0.04  458333/499999      std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::pop_front() [18]
[26]     3.6    0.00    0.04  499999         void std::allocator_traits<std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::destroy<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*) [26]
                0.02    0.02  499999/499999      void __gnu_cxx::new_allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::destroy<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*) [25]
-----------------------------------------------
                0.00    0.04  499998/499998      std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::tuple<int&, int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true>(int&, int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [23]
[27]     3.5    0.00    0.04  499998         std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl<int&, int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>(int&, int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [27]
                0.00    0.03  499998/499998      std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl<int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>(int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [32]
                0.01    0.00  999996/4499991     int& std::forward<int&>(std::remove_reference<int&>::type&) [33]
                0.00    0.00  499998/499999      std::_Head_base<0ul, int, false>::_Head_base<int&>(int&) [59]
                0.00    0.00  499998/3999986     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type&) [50]
-----------------------------------------------
                0.04    0.00 2499991/2499991     std::_Tuple_impl<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl(std::_Tuple_impl<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [21]
[28]     3.4    0.04    0.00 2499991         std::_Head_base<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false>::_Head_base(std::_Head_base<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false> const&) [28]
-----------------------------------------------
                0.02    0.02 4499983/4499983     main [1]
[29]     3.3    0.02    0.02 4499983         std::tuple_element<0ul, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::type& std::get<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [29]
                0.01    0.01 4499983/4499983     int& std::__get_helper<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [38]
-----------------------------------------------
                0.01    0.00  499999/1499997     std::_Tuple_impl<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl(std::_Tuple_impl<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [41]
                0.02    0.00  999998/1499997     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& std::__get_helper<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >>(std::_Tuple_impl<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >>&) [35]
[30]     3.0    0.04    0.00 1499997         std::_Tuple_impl<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_M_head(std::_Tuple_impl<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [30]
                0.00    0.00 1499997/1499997     std::_Head_base<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false>::_M_head(std::_Head_base<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false>&) [83]
-----------------------------------------------
                0.01    0.02  999998/999998      main [1]
[31]     2.8    0.01    0.02  999998         std::tuple_element<2ul, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::type& std::get<2ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [31]
