Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      1.18     0.00    41666     0.00     0.00  std::_Deque_iterator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*>::difference_type std::operator-<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*>(std::_Deque_iterator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*> const&, std::_Deque_iterator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*> const&)
  0.00      1.18     0.00    31248     0.00     0.00  std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >** std::__niter_base<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**>(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**)
  0.00      1.18     0.00    20832     0.00     0.00  std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >** std::__miter_base<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**>(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**)
  0.00      1.18     0.00    10416     0.00     0.00  std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*>(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >* const*, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >* const*, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**)
  0.00      1.18     0.00    10416     0.00     0.00  std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_reallocate_map(unsigned long, bool)
  0.00      1.18     0.00    10416     0.00     0.00  std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >** std::__niter_wrap<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**>(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >** const&, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**)
  0.00      1.18     0.00    10416     0.00     0.00  std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >** std::__copy_move_a<false, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**>(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**)
  0.00      1.18     0.00    10416     0.00     0.00  std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >** std::__copy_move_a2<false, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**>(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**)
  0.00      1.18     0.00    10416     0.00     0.00  std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >** std::copy<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**>(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**)
  0.00      1.18     0.00       16     0.00     0.00  char const (&std::forward<char const (&) [2]>(std::remove_reference<char const (&) [2]>::type&)) [2]
  0.00      1.18     0.00       10     0.00     0.00  char const*&& std::forward<char const*>(std::remove_reference<char const*>::type&)
  0.00      1.18     0.00        5     0.00     0.00  std::_Head_base<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false>::_Head_base<char const*>(char const*&&)
  0.00      1.18     0.00        5     0.00     0.00  std::_Head_base<2ul, char const*, false>::_Head_base(char const* const&)
  0.00      1.18     0.00        5     0.00     1.00  std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl<int, int, char const*>(std::_Tuple_impl<0ul, int, int, char const*>&&)
  0.00      1.18     0.00        5     0.00     0.00  std::_Tuple_impl<0ul, int, int, char const*>::_M_head(std::_Tuple_impl<0ul, int, int, char const*>&)
  0.00      1.18     0.00        5     0.00     0.00  std::_Tuple_impl<0ul, int, int, char const*>::_M_tail(std::_Tuple_impl<0ul, int, int, char const*>&)
  0.00      1.18     0.00        5     0.00     1.00  std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl<int, char const*>(std::_Tuple_impl<1ul, int, char const*>&&)
  0.00      1.18     0.00        5     0.00     0.00  std::_Tuple_impl<1ul, int, char const*>::_M_head(std::_Tuple_impl<1ul, int, char const*>&)
  0.00      1.18     0.00        5     0.00     0.00  std::_Tuple_impl<1ul, int, char const*>::_M_tail(std::_Tuple_impl<1ul, int, char const*>&)
  0.00      1.18     0.00        5     0.00     1.00  std::_Tuple_impl<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl<char const*>(std::_Tuple_impl<2ul, char const*>&&)
  0.00      1.18     0.00        5     0.00     1.00  std::_Tuple_impl<2ul, char const*>::_M_head(std::_Tuple_impl<2ul, char const*>&)
  0.00      1.18     0.00        5     0.00     0.00  std::_Tuple_impl<2ul, char const*>::_Tuple_impl(char const* const&)
  0.00      1.18     0.00        5     0.00     1.00  std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::tuple<int, int, char const*, void, true>(std::tuple<int, int, char const*>&&)
  0.00      1.18     0.00        5     0.00     0.00  std::remove_reference<std::_Tuple_impl<1ul, int, char const*>&>::type&& std::move<std::_Tuple_impl<1ul, int, char const*>&>(std::_Tuple_impl<1ul, int, char const*>&)
  0.00      1.18     0.00        5     0.00     0.00  std::remove_reference<std::_Tuple_impl<2ul, char const*>&>::type&& std::move<std::_Tuple_impl<2ul, char const*>&>(std::_Tuple_impl<2ul, char const*>&)
  0.00      1.18     0.00        4     0.00     0.00  std::_Tuple_impl<0ul, int, int, char const*>::_Tuple_impl<int, int, char const (&) [2], void>(int&&, int&&, char const (&) [2])
  0.00      1.18     0.00        4     0.00     0.00  std::_Tuple_impl<1ul, int, char const*>::_Tuple_impl<int, char const (&) [2], void>(int&&, char const (&) [2])
  0.00      1.18     0.00        4     0.00     0.00  std::tuple<int, int, char const*>::tuple<int, int, char const (&) [2], true>(int&&, int&&, char const (&) [2])
  0.00      1.18     0.00        4     0.00     0.00  std::tuple<std::__decay_and_strip<int>::__type, std::__decay_and_strip<int>::__type, std::__decay_and_strip<char const (&) [2]>::__type> std::make_tuple<int, int, char const (&) [2]>(int&&, int&&, char const (&) [2])
  0.00      1.18     0.00        4     0.00     0.00  char const (&std::forward<char const (&) [1]>(std::remove_reference<char const (&) [1]>::type&)) [1]
  0.00      1.18     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*>::new_allocator()
  0.00      1.18     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*>::~new_allocator()
  0.00      1.18     0.00        2     0.00     0.00  std::_Deque_base<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_map_allocator() const
  0.00      1.18     0.00        2     0.00     0.00  std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*>::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&)
  0.00      1.18     0.00        2     0.00     0.00  std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*>::~allocator()
  0.00      1.18     0.00        2     0.00     0.00  std::_Deque_iterator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*>::_Deque_iterator()
  0.00      1.18     0.00        1     0.00     0.00  _GLOBAL__sub_I_n
  0.00      1.18     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      1.18     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*>::deallocate(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**, unsigned long)
  0.00      1.18     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*>::allocate(unsigned long, void const*)
  0.00      1.18     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::new_allocator()
  0.00      1.18     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~new_allocator()
  0.00      1.18     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*>::max_size() const
  0.00      1.18     0.00        1     0.00     0.00  std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::allocator()
  0.00      1.18     0.00        1     0.00     0.00  std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~allocator()
  0.00      1.18     0.00        1     0.00     0.00  std::_Deque_base<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_Deque_impl::_Deque_impl()
  0.00      1.18     0.00        1     0.00     0.00  std::_Deque_base<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_Deque_impl::~_Deque_impl()
  0.00      1.18     0.00        1     0.00     0.00  std::_Deque_base<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_allocate_map(unsigned long)
  0.00      1.18     0.00        1     0.00     0.00  std::_Deque_base<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_create_nodes(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**)
  0.00      1.18     0.00        1     0.00     0.00  std::_Deque_base<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_destroy_nodes(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**)
  0.00      1.18     0.00        1     0.00     0.00  std::_Deque_base<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_deallocate_map(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**, unsigned long)
  0.00      1.18     0.00        1     0.00     0.00  std::_Deque_base<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_initialize_map(unsigned long)
  0.00      1.18     0.00        1     0.00     0.00  std::_Deque_base<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_Deque_base()
  0.00      1.18     0.00        1     0.00     0.00  std::_Deque_base<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::~_Deque_base()
  0.00      1.18     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, int, int, char const*>::_Tuple_impl<int&, int&, char const (&) [1], void>(int&, int&, char const (&) [1])
  0.00      1.18     0.00        1     0.00     0.00  std::_Tuple_impl<1ul, int, char const*>::_Tuple_impl<int&, char const (&) [1], void>(int&, char const (&) [1])
